"","SourceFile","Directory","FileName","Rings_visible","Rings_comb","Flag","comments","Molt","Score","date"
"1151","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1499.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1499.JPG","1","RBBL","0","","0",NA,2022-12-06
"1152","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1503.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1503.JPG","1","RRWW","0","","0",NA,2022-12-06
"1153","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1512.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1512.JPG","1","RRWW","0","","1",6,2022-12-06
"1154","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1514.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1514.JPG","1","RBWW","0","","0",NA,2022-12-06
"1155","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1530.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1530.JPG","1","RRGO","0","","1",6,2022-12-06
"1156","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1531.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1531.JPG","1","RRGO","0","","1",6,2022-12-06
"1157","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1592.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1592.JPG","1","RRGO","0","","1",6,2022-12-06
"1158","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3149.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3149.JPG","1","RROB_R","0","","1",6,2022-12-17
"1159","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1607.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1607.JPG","1","RWLG","0","","1",5,2022-12-06
"1160","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1608.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1608.JPG","1","RWLG","0","","1",5,2022-12-06
"1161","E:/Dotterel Observations/2022/December/2022_12_22 Dot ob/IMG_3435.JPG","E:/Dotterel Observations/2022/December/2022_12_22 Dot ob","IMG_3435.JPG","1","RROB_R","0","","0",NA,2022-12-22
"1162","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1649.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1649.JPG","1","RBWY","0","chick","0",NA,2022-12-06
"1163","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1661.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1661.JPG","1","RBOO","0","","1",6,2022-12-06
"1164","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1671.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1671.JPG","1","RBOO","0","","1",6,2022-12-06
"1165","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1688.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1688.JPG","1","00BB","0","CUT LEG","1",4,2022-12-06
"1166","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1690.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1690.JPG","1","00BB","0","CUT LEG","1",4,2022-12-06
"1167","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1694.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1694.JPG","1","RBOO","0","","1",6,2022-12-06
"1168","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1695.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1695.JPG","1","RBOO","0","","1",6,2022-12-06
"1169","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1747.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1747.JPG","1","RBGB","0","","0",NA,2022-12-06
"1170","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob/IMG_1758.JPG","E:/Dotterel Observations/2022/December/2022_12_06 Short dot ob","IMG_1758.JPG","1","RWBG","0","","1",6,2022-12-06
"1171","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1788.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1788.JPG","1","RYRB","0","","1",4,2022-12-08
"1172","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1795.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1795.JPG","1","RBYG","0","chick","0",NA,2022-12-08
"1173","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1816.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1816.JPG","1","RBGB","0","","1",4,2022-12-08
"1174","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1819.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1819.JPG","1","RBWR","0","","1",6,2022-12-08
"1175","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1830.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1830.JPG","1","RBGB","0","","0",NA,2022-12-08
"1176","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1833.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1833.JPG","1","RWBG","0","","1",5,2022-12-08
"1177","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1839.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1839.JPG","1","RWBB","0","","0",NA,2022-12-08
"1178","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1850.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1850.JPG","1","RWLB","0","","1",4,2022-12-08
"1179","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1854.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1854.JPG","1","RWLB","0","","1",4,2022-12-08
"1180","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1870.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1870.JPG","1","RWBG","0","","1",5,2022-12-08
"1181","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1871.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1871.JPG","1","RWBG","0","","1",5,2022-12-08
"1182","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1881.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1881.JPG","1","RWBG","0","","1",5,2022-12-08
"1183","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1908.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1908.JPG","1","RWLB","0","","1",4,2022-12-08
"1184","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1912.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1912.JPG","1","RWLB","0","","1",4,2022-12-08
"1185","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1913.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1913.JPG","1","RGGO","0","chick","0",NA,2022-12-08
"1186","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1969.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1969.JPG","1","RWRR","0","","1",5,2022-12-08
"1187","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_1972.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_1972.JPG","1","RRGB","0","","0",NA,2022-12-08
"1188","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2025.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2025.JPG","1","RBBR","0","","0",NA,2022-12-08
"1189","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2065.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2065.JPG","1","RGGL","0","","1",4,2022-12-08
"1190","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2094.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2094.JPG","1","RLBY_F","1","","1",5,2022-12-08
"1191","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2103.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2103.JPG","1","RLBY_F","1","","0",NA,2022-12-08
"1192","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2114.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2114.JPG","1","RLBY_F","1","","1",5,2022-12-08
"1193","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2161.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2161.JPG","1","RYLR","0","","1",4,2022-12-08
"1194","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2165.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2165.JPG","1","RBOY","0","","1",5,2022-12-08
"1195","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2168.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2168.JPG","1","RBOY","0","","1",5,2022-12-08
"1196","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2186.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2186.JPG","1","RYLR","0","","1",4,2022-12-08
"1197","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2187.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2187.JPG","1","RYLR","0","","1",4,2022-12-08
"1198","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2193.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2193.JPG","1","RROW","0","","0",NA,2022-12-08
"1199","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2204.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2204.JPG","1","RBWG","0","","0",NA,2022-12-08
"1200","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2212.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2212.JPG","1","RBWW","0","","1",4,2022-12-08
"1201","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2213.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2213.JPG","1","RBWW","0","","1",4,2022-12-08
"1202","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2224.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2224.JPG","1","RROO","0","","1",4,2022-12-08
"1203","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2228.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2228.JPG","1","RBYG","0","chick","0",NA,2022-12-08
"1204","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2249.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2249.JPG","1","RBRO","0","","1",5,2022-12-08
"1205","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2262.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2262.JPG","1","RLYY","0","","1",6,2022-12-08
"1206","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2263.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2263.JPG","1","RLYY","0","","0",NA,2022-12-08
"1207","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2268.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2268.JPG","1","RRWY","0","","1",5,2022-12-08
"1208","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2270.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2270.JPG","1","RBRY","0","","1",5,2022-12-08
"1209","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2277.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2277.JPG","1","RBBY","0","","1",5,2022-12-08
"1210","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2284.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2284.JPG","1","RWLY","0","","0",NA,2022-12-08
"1211","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2287.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2287.JPG","1","RBBY","0","","1",5,2022-12-08
"1212","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2290.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2290.JPG","1","RWLY","0","","1",5,2022-12-08
"1213","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2292.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2292.JPG","1","RBBY","0","","1",5,2022-12-08
"1214","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2300.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2300.JPG","1","RLYY","0","","1",5,2022-12-08
"1215","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2306.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2306.JPG","1","RRYO","0","","1",6,2022-12-08
"1216","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2318.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2318.JPG","1","RLYY","0","","1",5,2022-12-08
"1217","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2335.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2335.JPG","1","RYLY","0","","1",5,2022-12-08
"1218","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2338.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2338.JPG","1","RGGB","0","","1",6,2022-12-08
"1219","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob/IMG_2340.JPG","E:/Dotterel Observations/2022/December/2022_12_08 Dot ob","IMG_2340.JPG","1","RGGB","0","","1",6,2022-12-08
"1220","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2574.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2574.JPG","1","RBYW","0","","0",NA,2022-12-11
"1221","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2598.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2598.JPG","1","RBGB","0","","0",NA,2022-12-11
"1222","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2605.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2605.JPG","1","RBWR","0","","1",6,2022-12-11
"1223","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2613.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2613.JPG","1","RBWR","0","","1",6,2022-12-11
"1224","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2622.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2622.JPG","1","RWBB","0","","1",4,2022-12-11
"1225","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2627.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2627.JPG","1","RWBB","0","","1",4,2022-12-11
"1226","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2633.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2633.JPG","1","RWBB","0","","1",4,2022-12-11
"1227","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2668.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2668.JPG","1","RWLB","0","","1",4,2022-12-11
"1228","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2672.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2672.JPG","1","RWLB","0","","1",4,2022-12-11
"1229","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2674.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2674.JPG","1","RWLB","0","","1",4,2022-12-11
"1230","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2676.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2676.JPG","1","RWBG","0","","1",5,2022-12-11
"1231","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2680.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2680.JPG","1","RWBG","0","","1",5,2022-12-11
"1232","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2701.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2701.JPG","1","RWLB","0","","1",4,2022-12-11
"1233","E:/Dotterel Observations/2022/November/2022_11_04 Dot Ob/IMG_8628.JPG","E:/Dotterel Observations/2022/November/2022_11_04 Dot Ob","IMG_8628.JPG","1","RROB_R","0","","0",NA,2022-11-04
"1234","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2713.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2713.JPG","1","RRGB","0","","1",6,2022-12-11
"1235","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2718.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2718.JPG","1","RWLG","0","","1",5,2022-12-11
"1236","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2738.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2738.JPG","1","RWLG","0","","1",5,2022-12-11
"1237","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2747.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2747.JPG","1","RBGY","0","","0",NA,2022-12-11
"1238","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2763.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2763.JPG","1","RWRR","0","","1",5,2022-12-11
"1239","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2765.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2765.JPG","1","RRGB","0","","1",6,2022-12-11
"1240","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2776.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2776.JPG","1","RGOO","0","chick","0",NA,2022-12-11
"1241","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2800.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2800.JPG","1","RRGB","0","","1",6,2022-12-11
"1242","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2801.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2801.JPG","1","RRGB","0","","1",6,2022-12-11
"1243","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2821.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2821.JPG","1","RGOG","0","chick","0",NA,2022-12-11
"1244","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2829.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2829.JPG","1","RGOB","0","chick","0",NA,2022-12-11
"1245","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2836.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2836.JPG","1","RRGO","0","","1",6,2022-12-11
"1246","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2839.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2839.JPG","1","RGRB","0","chick","0",NA,2022-12-11
"1247","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2861.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2861.JPG","1","RGGL","0","","0",NA,2022-12-11
"1248","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2868.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2868.JPG","1","RGGY","0","chick","0",NA,2022-12-11
"1249","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2881.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2881.JPG","1","RGGW","0","","0",NA,2022-12-11
"1250","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2886.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2886.JPG","1","RBBR","0","","1",6,2022-12-11
"1251","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2887.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2887.JPG","1","RGGL","0","","0",NA,2022-12-11
"1252","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2894.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2894.JPG","1","RGGY","0","chick","0",NA,2022-12-11
"1253","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2897.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2897.JPG","1","RLBY_F","1","","0",NA,2022-12-11
"1254","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2912.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2912.JPG","1","RYLR","0","","1",4,2022-12-11
"1255","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob/IMG_2917.JPG","E:/Dotterel Observations/2022/December/2022_12_11 Dot ob","IMG_2917.JPG","1","RBOY","0","","0",NA,2022-12-11
"1256","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_2944.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_2944.JPG","1","RBOO","0","","1",6,2022-12-17
"1257","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_2972.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_2972.JPG","1","RWBY","0","","1",5,2022-12-17
"1258","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_2979.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_2979.JPG","1","00BB","0","CUT LEG","1",4,2022-12-17
"1259","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_2984.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_2984.JPG","1","RBOO","0","","1",6,2022-12-17
"1260","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_2985.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_2985.JPG","1","RBOO","0","","1",6,2022-12-17
"1261","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_2995.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_2995.JPG","1","RBWR","0","","1",6,2022-12-17
"1262","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3036.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3036.JPG","1","RBGB","0","","0",NA,2022-12-17
"1263","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3041.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3041.JPG","1","RBWR","0","","1",6,2022-12-17
"1264","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3048.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3048.JPG","1","RBGB","0","","1",4,2022-12-17
"1265","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3050.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3050.JPG","1","RBWR","0","","1",6,2022-12-17
"1266","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3061.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3061.JPG","1","RWBB","0","","1",4,2022-12-17
"1267","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3067.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3067.JPG","1","RGGO","0","chick","0",NA,2022-12-17
"1268","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3116.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3116.JPG","1","RWBG","0","","1",5,2022-12-17
"1269","E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9035.JPG","E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib","IMG_9035.JPG","1","RROB_R","0","","0",NA,2022-11-06
"1270","E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9036.JPG","E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib","IMG_9036.JPG","1","RROB_R","0","","1",6,2022-11-06
"1271","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3150.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3150.JPG","1","RWLG","0","","1",5,2022-12-17
"1272","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3157.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3157.JPG","1","RWLG","0","","1",5,2022-12-17
"1273","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3170.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3170.JPG","1","RWRR","0","","1",5,2022-12-17
"1274","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3183.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3183.JPG","1","RRGB","0","","1",6,2022-12-17
"1275","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3185.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3185.JPG","1","RWRR","0","","1",5,2022-12-17
"1276","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3190.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3190.JPG","1","RGOB","0","chick","0",NA,2022-12-17
"1277","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3204.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3204.JPG","1","RGOO","0","chick","0",NA,2022-12-17
"1278","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob/IMG_3251.JPG","E:/Dotterel Observations/2022/December/2022_12_17 Dot part ob","IMG_3251.JPG","1","RGRB","0","chick","0",NA,2022-12-17
